PanelID,Name,Version,Genes,GeneCount,DateOfCheck
540,"Adult onset dystonia, chorea or related movement disorder",5.2,ACTB;ADAR;ADCY5;AFG3L2;AIFM1;ANO3;AP1S2;APTX;ARSA;ARX;ATM;ATN1;ATP13A2;ATP1A2;ATP1A3;ATP6AP2;ATP7B;ATXN1;ATXN2;ATXN3;AUH;BCAP31;BCS1L;BDNF;C19orf12;C9orf72;CACNA1A;CACNB4;CHCHD2;CHMP2B;CIZ1;COASY;COX10;COX15;CP;CSF1R;CSTB;CYP27A1;DCAF10;DCAF17;DCTN1;DDC;DLAT;DNAJC6;DRD2;DRD5;EARS2;EIF4G1;ERCC6;ETHE1;FA2H;FASTKD2;FBXO7;FOXG1;FOXP2;FOXRED1;FTL;GAMT;GBA;GCDH;GCH1;GFAP;GIGYF2;GLB1;GLRA1;GLRB;GNAL;GNAO1;GRN;GTPBP2;HEXA;HIBCH;HPCA;HPRT1;HTRA2;HTT;IFIH1;IPPK;ISG15;IVD;JPH3;KCNA1;KCNK18;KCNQ2;KCNQ3;KIAA1161;KMT2B;L2HGDH;LRRK2;LYST;MAPT;MAT1A;MCOLN1;MECR;MMADHC;MPV17;MR1;MT-ATP6;MT-ND1;MT-ND6,100,2025-11-20
567,Adult onset hereditary spastic paraplegia,6.3,ABCD1;ADAR;AFG3L2;AIMP1;ALDH18A1;ALS2;AMPD2;AP4B1;AP4E1;AP4M1;AP4S1;AP5Z1;ARG1;ARL6IP1;ARSI;ATL1;ATP13A2;B4GALNT1;BICD2;BSCL2;C12orf65;C19orf12;CAPN1;CCT5;CDK16;CHP1;COQ4;CPT1C;CYP27A1;CYP2U1;CYP7B1;DARS;DDHD1;DDHD2;DSTYK;ENTPD1;ERLIN1;ERLIN2;FA2H;FARS2;FBXO7;FXN;GAD1;GALC;GBA2;GBE1;GCH1;GJA1;GJC2;HACE1;HSPD1;IBA57;KCNA2;KDM5C;KIDINS220;KIF1A;KIF1C;KIF5A;KLC4;L1CAM;LYST;MAG;MARS;MARS2;MTPAP;NIPA1;NKX6-2;NT5C2;OPA3;PCDH12;PCYT2;PGAP1;PLP1;PNPLA6;POLR3A;PRNP;PSEN1;RAB3GAP2;REEP1;REEP2;RTN2;SACS;SERAC1;SLC16A2;SLC1A4;SLC25A15;SLC25A46;SLC33A1;SPART;SPAST;SPG11;SPG21;SPG7;SPTAN1;TECPR2;TFG;TUBB4A;UBAP1;UCHL1;USP8,100,2025-11-20
579,Adult onset leukodystrophy,6.7,AARS;AARS2;ABCD1;ADAR;ALDH3A2;ANXA11;APP;ARSA;ASPA;AUH;CLCN2;COL4A1;COL4A2;CSF1R;CST3;CTC1;CTSA;CYP27A1;CYP7B1;DARS;DARS2;EARS2;EIF2B1;EIF2B2;EIF2B3;EIF2B4;EIF2B5;EPRS;GALC;GBE1;GCDH;GFAP;GJA1;GJB1;GJC2;GLA;GLB1;GSN;HEPACAM;HEXA;HMGCL;HTRA1;ITM2B;KIF5A;L2HGDH;LAMB1;LARS2;LIG3;LMNB1;MAL;MAN2B1;MARS;MCOLN1;MTHFR;NOTCH3;NPC1;OCRL;PAH;PEX1;PEX10;PEX11B;PEX12;PEX13;PEX14;PEX16;PEX19;PEX2;PEX26;PEX3;PEX5;PEX6;PEX7;PLP1;POLR1C;POLR3A;POLR3B;PRNP;PSAP;PSEN1;PSEN2;PTEN;RNASEH2A;RNASEH2B;RNASEH2C;RNASET2;RNF216;RPS6KA3;SAMHD1;SNORD118;SPG11;SPG21;TPP2;TREM2;TREX1;TTR;TUBB4A;TYMP;TYROBP;ZFYVE26,99,2025-11-20
474,Adult onset neurodegenerative disorder,8.9,AAAS;AARS;ABCB7;ABCD1;ABHD12;ACTB;ADAR;ADCY5;AFG3L2;AIMP1;ALAS2;ALDH18A1;ALS2;AMPD2;ANG;ANO10;ANO3;ANXA11;AP1S2;AP4B1;AP4E1;AP4M1;AP4S1;AP5Z1;APP;APTX;AR;ARG1;ARHGEF28;ARL6IP1;ARSA;ARSI;ARX;ATCAY;ATL1;ATM;ATN1;ATP13A2;ATP1A2;ATP1A3;ATP2B3;ATP6AP2;ATP7B;ATP8A2;ATXN1;ATXN10;ATXN2;ATXN3;ATXN7;ATXN8;AUH;B4GALNT1;BCAP31;BEAN1;BSCL2;C12orf65;C19orf12;C9orf72;CA8;CACNA1A;CACNA1G;CACNB4;CAMTA1;CAPN1;CASK;CCDC88C;CCNF;CCT5;CDK16;CHCHD10;CHCHD2;CHMP1A;CHMP2B;CIZ1;CLCN2;CLN6;CLP1;COASY;COG5;COL4A1;COL4A2;COQ2;COQ8A;COX20;CP;CSF1R;CST3;CSTB;CTSA;CTSF;CWF19L1;CYP27A1;CYP2U1;CYP7B1;DAB1;DAO;DARS;DARS2;DCAF17;DCTN1,100,2025-11-20
245,Adult solid tumours cancer susceptibility,2.34,ACD;AIP;APC;ATM;BAP1;BMPR1A;BRAF;BRCA1;BRCA2;BRIP1;CBL;CDC73;CDH1;CDK4;CDKN1B;CDKN2A;CHEK2;CTC1;DDB2;DGCR8;DICER1;DKC1;EPCAM;ERCC1;ERCC2;ERCC3;ERCC4;ERCC5;EXT1;EXT2;FANCA;FANCB;FANCC;FANCD2;FANCE;FANCF;FANCG;FANCI;FANCL;FH;FLCN;HRAS;KIT;KRAS;LZTR1;MAP2K1;MAP2K2;MAX;MEN1;MET;MLH1;MSH2;MSH6;MUTYH;NF1;NF2;NOP10;NRAS;NTHL1;PALB2;PARN;PDGFRA;PMS2;POLD1;POLE;POLH;PPP1CB;PTCH1;PTEN;PTPN11;RABL3;RAD51C;RAD51D;RAF1;RB1;RET;RIT1;RTEL1;SDHA;SDHAF2;SDHB;SDHC;SDHD;SHOC2;SLX4;SMAD4;SMARCA4;SMARCB1;SOS1;SOS2;SPRED1;STK11;SUFU;TERC;TERT;TINF2;TMEM127;TP53;TSC1;TSC2,100,2025-11-20
391,Adult solid tumours for rare disease,1.42,AIP;APC;ATM;BAP1;BMPR1A;BRCA1;BRCA2;BRIP1;CDC73;CDH1;CDK4;CDKN1B;CDKN2A;CHEK2;DICER1;EPCAM;EXT1;EXT2;FH;FLCN;KIT;MAX;MEN1;MET;MLH1;MSH2;MSH6;MUTYH;NF1;NF2;NTHL1;PALB2;PDGFRA;PMS2;POLD1;POLE;PTCH1;PTEN;RAD51C;RAD51D;RB1;RET;SDHA;SDHAF2;SDHB;SDHC;SDHD;SMAD4;SMARCA4;SMARCB1;STK11;SUFU;TMEM127;TP53;TSC1;TSC2;VHL;WT1,58,2025-11-20
1208,Agammaglobulinaemia with absent BTK expression,1.1,BTK,1,2025-11-20
511,Albinism or congenital nystagmus,4.1,AHR;AP3B1;AP3D1;BLOC1S3;BLOC1S5;BLOC1S6;CACNA1A;CACNA1F;CASK;CLCN7;CLDN11;CNGB3;DCT;DGUOK;DTNBP1;FRMD7;GNAI3;GPR143;HPS1;HPS3;HPS4;HPS5;HPS6;LAMA1;LRMDA;LYST;MANBA;MITF;MLPH;MT-ATP6;MT-CO1;MT-CO3;MT-CYB;MT-ND2;MT-ND6;MYO5A;OCA2;PAX6;RAB27A;ROBO1;SACS;SETX;SLC24A5;SLC38A8;SLC45A2;TULP1;TYR;TYRP1,48,2025-11-20
1209,"Albright hereditary osteodystrophy, pseudohypoparathyroidism, pseudopseudohypoparathyroidism, acrodysostosis and osteoma cutis",1.5,GNAS;PDE4D;PRKAR1A;STX16,4,2025-11-20
1210,Alstrom syndrome,1.1,ALMS1,1,2025-11-20
1211,Alveolar capillary dysplasia with misalignment of pulmonary veins,1.6,FOXF1;LINC01081;LINC01082,3,2025-11-20
269,Amelogenesis imperfecta,4.24,ACP4;AIRE;AMBN;AMELX;AMTN;C4orf26;CLDN16;CLDN19;CNNM4;COL17A1;DLX3;ENAM;FAM20A;FAM20C;FAM83H;GPR68;ITGB4;ITGB6;KCNJ1;KLK4;LAMA3;LAMB3;LAMC2;LTBP3;MMP20;NECTIN4;ORAI1;PEX1;PEX26;PEX6;PLXNB2;RELT;ROGDI;SLC10A7;SLC13A5;SLC24A4;SMARCD2;SP6;STIM1;TMEM165;TP63;TUFT1;WDR72,43,2025-11-20
263,Amyotrophic lateral sclerosis/motor neuron disease,1.74,ALS2;ANG;ANXA11;AR;ATXN2;C9orf72;CHCHD10;CHMP2B;DCTN1;ERBB4;FIG4;FUS;GRN;HFE;HNRNPA1;KIF5A;MATR3;NEFH;NEK1;OPTN;PFN1;SETX;SIGMAR1;SLC52A1;SLC52A2;SLC52A3;SOD1;SPAST;SPG11;SQSTM1;TARDBP;TBK1;TUBA4A;UBQLN2;UNC13A;VAPB;VCP;VEGFA,38,2025-11-20
34,Anophthalmia or microphthalmia,1.56,ABCB6;ALDH1A3;B3GLCT;BCOR;BMP4;BMPR1A;C16orf62;CAPN15;COL4A1;CYP1B1;DDB1;DDB2;ERCC1;ERCC2;ERCC3;ERCC4;ERCC5;ERCC6;ERCC8;FAT1;FOXC1;FOXE3;FRAS1;FREM1;FREM2;GDF3;GDF6;GRIP1;GTF2H5;HCCS;HDAC6;KMT2D;MAB21L2;MFRP;MPLKIP;MYRF;OTX2;PAX2;PAX6;PITX2;PITX3;PLK4;POLH;PRSS56;RAB18;RAB3GAP1;RAB3GAP2;RARB;RAX;SHH;SIX6;SMO;SMOC1;SOX2;STRA6;TBC1D20;TENM3;TMEM98;TUBGCP4;VAX1;VSX2;XPA;XPC,63,2025-11-20
1212,APC associated Polyposis,1.1,APC,1,2025-11-20
1571,APOL1 kidney donor testing,1.1,APOL1,1,2025-11-20
134,Arrhythmogenic right ventricular cardiomyopathy,3.14,ANK2;CAVIN4;CDH2;CTNNA3;DES;DSC2;DSG2;DSP;FLNC;JUP;LDB3;LMNA;PKP2;PLN;RBM20;RYR2;SCN5A;TGFB3;TMEM43;TTN,20,2025-11-20
258,Arthrogryposis,9.12,ABHD5;ACADM;ACADS;ACADVL;ACTA1;ACTC1;ADAMTS10;ADAMTS15;ADCY6;ADGRG6;ADSL;AGL;AGRN;AIMP1;ALG14;ALG2;ALG3;ANO5;ANTXR2;ANXA3;ASCC1;ASXL1;ATAD1;ATP1A2;ATP2A1;B3GALNT2;B4GAT1;BAG3;BICD2;BIN1;C12orf65;CACNA1E;CAMLG;CAPN3;CAV3;CCDC47;CCDC78;CEP55;CFL2;CHAT;CHCHD10;CHKB;CHMP1A;CHRNA1;CHRNB1;CHRND;CHRNE;CHRNG;CHST14;CIAO1;CLCF1;CNTN1;CNTNAP1;COASY;COL12A1;COL25A1;COL4A1;COL4A2;COL6A1;COL6A2;COL6A3;COL9A3;COLQ;CPT2;CRLF1;CRYAB;CTDP1;CUL4B;DAG1;DES;DHCR24;DMD;DMPK;DNAJB6;DNM2;DOK7;DOLK;DPAGT1;DPM1;DPM2;DPM3;DST;DUX4;DYNC1H1;DYSF;EBP;ECEL1;EGR2;EMD;ERBB3;ERCC1;ERCC5;ERCC6;ERCC8;ERGIC1;ETFA;ETFB;ETFDH;EXOSC3;EXOSC9,100,2025-11-20
477,Ataxia and cerebellar anomalies - narrow panel,8.31,AAAS;AARS;ABCA2;ABCB7;ABHD12;ACBD6;ACO2;ADGRG1;ADPRHL2;AFG3L2;AGTPBP1;ALAS2;ALDH5A1;AMPD2;ANO10;AP1S2;APTX;ARSA;ASL;ATAD3A;ATCAY;ATG7;ATM;ATN1;ATP1A3;ATP2B3;ATP6V0A1;ATP8A2;ATXN1;ATXN10;ATXN2;ATXN3;ATXN7;ATXN8;B3GALNT2;B4GAT1;BBS1;BEAN1;BRF1;CA8;CACNA1A;CACNA1G;CACNB4;CAD;CAMTA1;CAPRIN1;CASK;CCDC88C;CDK5;CHMP1A;CHP1;CLCN2;CLN5;CLN6;CLP1;CLPP;COA7;COASY;COG5;COQ4;COQ8A;COX20;CP;CRNKL1;CSTB;CTBP1;CWF19L1;CYP27A1;CYP2U1;DAB1;DAG1;DAGLA;DARS2;DCC;DDHD2;DHDDS;DKC1;DLG4;DMXL2;DNAJC19;DNAJC3;DNAJC5;DNMT1;DOCK3;DPYSL5;DYNC1H1;EBF3;EEF2;EEFSEC;EIF2B1;EIF2B2;EIF2B3;EIF2B4;EIF2B5;ELOVL4;ELOVL5;EN1;EPM2A;EXOSC1;EXOSC3,100,2025-11-20
1213,Ataxia telangiectasia - mutation testing,1.1,ATM,1,2025-11-20
139,Atypical haemolytic uraemic syndrome,3.7,ADAMTS13;C3;CD46;CFB;CFH;CFHR1;CFHR3;CFHR4;CFHR5;CFI;DGKE;INF2;MMACHC;THBD;VTN,15,2025-11-20
260,Auditory Neuropathy Spectrum Disorde,1.1,ATP11A;ATP1A3;CABP2;DFNB59;DIAPH3;OPA1;OTOF;TMEM43,8,2025-11-20
1214,Autoimmune lymphoproliferative syndrome with defective apoptosis,1.1,FAS,1,2025-11-20
1215,Autoimmune Polyendocrine Syndrome,1.3,AIRE,1,2025-11-20
1075,Autoinflammatory disorders,2.32,ADA;ADA2;ALPK1;CARD14;COPA;ELF4;GP6;IKBKG;IL17RA;IL1RN;IL36RN;ITCH;LPIN2;MEFV;MVK;NLRC4;NLRP12;NLRP3;NOD2;OGFRL1;OTULIN;PLCG2;POMP;PRF1;PSMB4;PSMB8;PSMB9;PSTPIP1;RBCK1;RELA;RIPK1;SEC23B;SH3BP2;SLC29A3;TBK1;TMEM173;TNFAIP3;TNFRSF1A;UBA1,39,2025-11-20
282,Autosomal recessive congenital ichthyosis,1.15,ABCA12;ALDH3A2;ALOX12B;ALOXE3;CERS3;CYP4F22;LIPN;NIPAL4;PNPLA1;SDR9C7;SLC27A4;ST14;STS;SULT2B1;TGM1,15,2025-11-20
557,Autosomal recessive primary hypertrophic osteoarthropathy,1.14,ACVR1;HPGD;SLCO2A1,3,2025-11-20
1216,BAP1 associated tumour predisposition syndrome,1.1,BAP1,1,2025-11-20
543,Bardet Biedl syndrome,2.8,ALMS1;ARL6;BBIP1;BBS1;BBS10;BBS12;BBS2;BBS4;BBS5;BBS7;BBS9;C8orf37;CCDC28B;CEP290;IFT27;IFT57;IFT74;LZTFL1;MKKS;MKS1;SDCCAG8;TMEM67;TRIM32;TTC8;WDPCP,25,2025-11-20
1308,Barth syndrome,1.2,TAZ,1,2025-11-20
1309,Beckwith-Wiedemann syndrome,1.1,CDKN1C,1,2025-11-20
38,Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders,1.121,ABCC9;AKT2;AKT3;ASXL2;BRWD3;CDKN1C;CHD8;DIS3L2;DNMT3A;EED;EZH2;GPC3;H19;HERC1;HIST1H1E;IGF2;KCNQ1OT1;MTOR;NFIB;NFIX;NSD1;OFD1;PDGFRB;PIK3CA;PPP2R5D;PTEN;RNF125;SETD2;SUZ12;ZBTB7A,30,2025-11-20
230,Bilateral congenital or childhood onset cataracts,7.5,ABHD12;ADAMTS10;ADAMTSL4;ADD3;AGK;AGPS;AKR1E2;ALDH18A1;ANAPC1;AP4B1;ATAD3A;B3GALNT2;B3GLCT;B4GAT1;BCOR;BEST1;BFSP1;BFSP2;BUB1B;CAPN15;CBS;CDK9;CDKN2A;CHMP4B;COG4;COL11A1;COL18A1;COL2A1;COL4A1;COL6A3;COPB1;CRYAA;CRYAB;CRYBA1;CRYBA4;CRYBB1;CRYBB2;CRYBB3;CRYGA;CRYGB;CRYGC;CRYGD;CRYGFP;CRYGS;CTDP1;CYP27A1;CYP51A1;DAG1;DHCR7;DNMBP;DYRK1A;EED;EIF2B2;EPHA2;ERCC2;ERCC3;ERCC6;ERCC8;ESCO2;EYA1;FAM126A;FAR1;FBN1;FKRP;FKTN;FLNB;FOSL2;FOXC1;FOXD3;FOXE3;FTL;FYCO1;FZD4;GALK1;GALM;GALT;GCNT2;GEMIN4;GFER;GJA1;GJA3;GJA8;GJC3;GJE1;GLS;GMPPB;GNPAT;GTF2H5;HCCS;HMBS;HMX1;HSF4;HTRA2;INPP5K;INTS1;ISPD;JAM3;KAT2B;KIAA1109;LARGE1,100,2025-11-20
208,Bladder cancer pertinent cancer susceptibility,1.3,MLH1;MSH2;MSH6;PMS2,4,2025-11-20
545,Bleeding and platelet disorders,4.2,ABCG5;ABCG8;ACTB;ACTN1;ACVRL1;ADAMTS13;ANKRD26;ANO6;AP3B1;AP3D1;APOLD1;ARPC1B;BLOC1S3;BLOC1S5;BLOC1S6;CDC42;CHST14;COL1A1;COL3A1;COL5A1;COL5A2;CYCS;DIAPH1;DTNBP1;ENG;EPHB2;ETV6;F10;F11;F12;F13A1;F13B;F2;F2R;F5;F7;F8;F9;FERMT3;FGA;FGB;FGG;FLI1;FLNA;FYB1;GALE;GATA1;GBA;GFI1B;GGCX;GNE;GP1BA;GP1BB;GP6;GP9;HOXA11;HPS1;HPS3;HPS4;HPS5;HPS6;IKZF5;ITGA2;ITGA2B;ITGB3;KDSR;KLKB1;KNG1;LMAN1;LYST;MAST2;MCFD2;MECOM;MKL1;MPIG6B;MPL;MYH9;NBEA;NBEAL2;P2RX1;P2RY12;PLA2G4A;PLAU;PRKACG;PTGS1;PTPN11;PTPRJ;RASGRP2;RBM8A;RGS2;RNU4ATAC;RUNX1;SERPINE1;SERPINF2;SLC45A2;SLFN14;SMAD4;SRC;STIM1;STX11,100,2025-11-20
1310,Blepharophimosis ptosis and epicanthus inversus,1.1,FOXL2,1,2025-11-20
166,Brain cancer pertinent cancer susceptibility,1.4,APC;ATM;MLH1;MSH2;MSH6;PMS2;TP53,7,2025-11-20
90,Brain channelopathy,1.83,ADCY5;ATN1;ATP1A2;ATP1A3;ATP7B;CACNA1A;CACNB4;GLRA1;GLRB;HTT;KCNA1;KCNJ2;KCNK18;KCNMA1;KCNQ2;KCNQ3;NKX2-1;PNKD;PRRT2;SCN1A;SCN8A;SCN9A;SLC1A3;SLC2A1;SLC6A5;SPR,26,2025-11-20
55,Breast cancer pertinent cancer susceptibility,2.15,ATRIP;BRCA1;BRCA2;CDH1;PALB2;PTEN;TP53,7,2025-11-20
13,Brugada syndrome and cardiac sodium channel disease,3.13,ABCC9;ANK2;CACNA1C;CACNA2D1;CACNB2;CAV3;DLG1;GPD1L;HCN4;KCND3;KCNE3;KCNE5;KCNH2;KCNJ8;PKP2;RANGRF;SCN10A;SCN1B;SCN2B;SCN3B;SCN5A;SLMAP;TRPM4,23,2025-11-20
1311,CADASIL,1.4,NOTCH3,1,2025-11-20
234,CAKUT,1.181,ACE;ACTA2;ACTG2;AGT;AGTR1;ANOS1;BICC1;BMP4;BMP7;BNC2;BSND;CENPF;CEP55;CHD1L;CHD7;CHRM3;CHRNA3;COX10;CTU2;DACT1;DHCR7;DLG3;DSTYK;EXOC3L2;EYA1;FAM58A;FGF20;FOXC1;FOXC2;FOXD2;FRAS1;FREM1;FREM2;GATA3;GDNF;GLI3;GPC3;GREB1L;GREM1;GRIP1;HAAO;HCN3;HNF1B;HOXA13;HPSE2;HS2ST1;ISL1;ITGA8;JAG1;KDM6A;KIT;KMT2D;KYNU;LIFR;LRIG2;LRP4;MUC1;MYH11;MYOCD;NADSYN1;NEK8;NIPBL;NOTCH2;NPHP3;OCRL;PAX2;PBX1;PLVAP;REN;RET;ROBO1;ROBO2;ROR2;RPGRIP1L;RRM2B;SALL1;SALL4;SHH;SIX1;SIX5;SLIT2;SMARCA4;SOX17;SPRY1;STRA6;TBC1D1;TBX18;TFAP2A;TMEM260;TNXB;TRAP1;TSHZ3;UMOD;UPK2;UPK3A;VIPAS39;VPS33B;WBP11;WNT5A;ZIC3,100,2025-11-20
1312,Calcium-sensing receptor phenotypes,1.1,CASR,1,2025-11-20
842,Cardiac arrhythmias,14.11,ABCC9;ABCC9;AKAP9;AKAP9;ALG10;ALG10B;ALG10B;ANK2;ANK2;ANK2;ANK2;ANK2;CACNA1C;CACNA1C;CACNA1C;CACNA2D1;CACNA2D1;CACNB2;CACNB2;CALM1;CALM1;CALM1;CALM2;CALM2;CALM2;CALM3;CALM3;CALM3;CASQ2;CAV3;CAV3;CAV3;DLG1;DLG1;GNB5;GPD1L;GPD1L;HCN4;HCN4;KCND3;KCND3;KCNE1;KCNE1;KCNE1;KCNE2;KCNE2;KCNE3;KCNE3;KCNE3;KCNE5;KCNE5;KCNH2;KCNH2;KCNH2;KCNJ2;KCNJ2;KCNJ2;KCNJ5;KCNJ5;KCNJ8;KCNJ8;KCNQ1;KCNQ1;LRP5;MLIP;NOS1AP;NOS1AP;PKP2;PKP2;RANGRF;RANGRF;RYR2;RYR2;RYR2;SCN10A;SCN10A;SCN1B;SCN1B;SCN2B;SCN2B;SCN3B;SCN3B;SCN4B;SCN4B;SCN5A;SCN5A;SCN5A;SLC22A5;SLC4A3;SLMAP;SLMAP;SNTA1;SNTA1;TANGO2;TECRL;TECRL;TRDN;TRDN;TRPM4;TRPM4,100,2025-11-20
843,Cardiac arrhythmias - additional genes,3.7,ANK2;GNB5;MLIP;TANGO2,4,2025-11-20
1313,Carney complex,1.1,PRKAR1A,1,2025-11-20
214,Catecholaminergic polymorphic VT,5.2,ANK2;CALM1;CALM2;CALM3;CASQ2;KCNE1;KCNJ2;RYR2;TECRL;TRDN,10,2025-11-20
1314,Central congenital hypoventilation,1.5,LBX1;PHOX2B,2,2025-11-20
286,Cerebellar hypoplasia,1.83,ADGRG1;AHDC1;AMPD2;ATAD3A;ATP8A2;AUTS2;B3GALNT2;B4GAT1;BCL11A;BRF1;C16orf62;CA8;CACNA1G;CASK;CDK5;CHMP1A;CLP1;COASY;CWF19L1;DAG1;DCC;DKC1;EXOSC3;EXOSC8;FKRP;FKTN;FOXP1;FRMD4A;GMPPB;HEATR5B;ISPD;ITPR1;KCNC3;L1CAM;LARGE1;MACF1;NMNAT2;OPHN1;PCLO;PDGFRB;PHGDH;PI4KA;PMPCA;POMGNT1;POMGNT2;POMK;POMT1;POMT2;PRDM13;PTF1A;RARS2;RELN;ROBO3;SEPSECS;SMPD4;SNX14;SPTBN2;STUB1;TERT;TINF2;TMEM5;TOE1;TSEN15;TSEN2;TSEN34;TSEN54;TUBA1A;TUBA8;TUBB;TUBB2B;TUBB3;VLDLR;VPS53;VRK1;WDR37;WDR81,76,2025-11-20
109,Cerebral folate deficiency,1.4,DHFR;FOLR1;MTHFR;SLC46A1,4,2025-11-20
491,Cerebral malformation,15.24,ACTB;ACTG1;ADGRG1;AKT1;AKT2;AKT3;AKT3;APC2;ARF1;ARFGEF2;ARX;ASPM;ATP1A2;ATP1A3;B3GALNT2;B4GAT1;BAIAP2;CASK;CASP2;CCND2;CCND2;CDH2;CDK13;CDK5;CDON;CEP85L;CNOT1;COL3A1;COL4A1;COL4A2;CRADD;CSNK2A1;CTNNA2;DAG1;DCHS1;DCX;DEPDC5;DHCR7;DISP1;DLGAP4;DLL1;DPYSL5;DYNC1H1;EML1;EMX2;ENO1;EOMES;ERMARD;FAT4;FGF8;FGFR1;FIG4;FKRP;FKTN;FLNA;FOXH1;GCM2;GLI2;GMPPB;GPSM2;GRIN1;GRIN2B;H3F3A;HECTD4;HRAS;HS2ST1;ISPD;KATNB1;KIF1BP;KIF26A;KIF2A;KIF5C;KMT2D;KRAS;LAMA2;LAMB1;LAMC3;LARGE1;MACF1;MAP1B;MAPK8IP3;MAX;MCF2;MN1;MTOR;MTOR;NDE1;NEDD4L;NFIA;NODAL;NPRL2;NPRL3;NRAS;NSRP1;OCLN;OSGEP;PAFAH1B1;PEX1;PEX10;PEX11A,100,2025-11-20
147,Cerebral vascular malformations,4.7,ABCC6;ACE;ACTA2;ACVRL1;ADA2;ADGRG1;ANGPTL6;ANIB1;ANO1;ANTXR1;ARX;ATP7A;ATR;BRCC3;CBL;CBS;CCER2;CCM2;CENPJ;CEP152;CEP63;CHD4;CNOT3;COL3A1;COL4A1;COL4A2;COL5A1;CRB1;CTSA;DCX;DIAPH1;DNA2;ELN;ENG;EPHB4;EVL;FBN1;FLT4;FLVCR2;FOXF1;FOXM1;GDF2;GLA;GLMN;GNAQ;GUCY1A3;HBB;HLA-B;HLA-DQB1;HLA-DRB1;HTRA1;IL6;ITGB1;JAG1;KDR;KEL;KRIT1;LAMB1;LAMC3;LARGE1;MEF2C;MRVI1;MYH11;MYMY1;MYMY3;NDE1;NF1;NIN;NOS3;NOTCH3;OCLN;OPHN1;PAFAH1B1;PCNT;PDCD10;PIK3CA;PIK3R2;PKD1;PKD2;POMGNT1;POMT1;POMT2;PTEN;RASA1;RBBP8;RELN;RNF213;RTTN;SAMHD1;SETD5;SIRT1;SLC2A10;SMAD3;SMAD4;SMAD9;SMARCAL1;SRPX2;STAMBP;TEK;TGFB2,100,2025-11-20
847,"Childhood onset dystonia, chorea or related movement disorder",7.12,AAAS;AARS2;AASS;ABAT;ABCA1;ABCB11;ABCB4;ABCB7;ABCD1;ABCD4;ABCG5;ABCG8;ABHD12;ABHD5;ACAD8;ACAD9;ACADM;ACADS;ACADSB;ACADVL;ACAT1;ACBD6;ACER3;ACO2;ACOX1;ACSF3;ACTB;ACY1;ADA;ADAR;ADCY5;ADGRG1;ADSL;AFG3L2;AGA;AGK;AGL;AGPS;AGXT;AHI1;AIFM1;AKR1D1;ALAD;ALAS2;ALDH18A1;ALDH3A2;ALDH4A1;ALDH5A1;ALDH6A1;ALDH7A1;ALDOA;ALDOB;ALG1;ALG11;ALG12;ALG13;ALG3;ALG6;ALG8;ALG9;ALMS1;ALPL;AMACR;AMN;AMPD2;AMT;ANKS6;ANO10;ANO3;AP1S2;APOA1;APOA5;APOB;APOC2;APOE;APOPT1;APRT;APTX;ARFGEF3;ARG1;ARL13B;ARL6;ARSA;ARSB;ARSE;ARX;ASAH1;ASL;ASPA;ASS1;ATAD3A;ATCAY;ATIC;ATM;ATN1;ATP13A2;ATP1A2;ATP1A3;ATP5G3;ATP6AP1,100,2025-11-20
